Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-23T00:00+02:00;2025-08-24T00:00+02:00;2025-08-23;Totalt i retning Ørnes;794;100,0;24;24;0;1;99,87;654;139;61;70;3;5;5;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-23T00:00+02:00;2025-08-24T00:00+02:00;2025-08-23;Totalt;1537;100,0;24;24;0;1;99,93;1283;253;104;133;8;8;8;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-24T00:00+02:00;2025-08-25T00:00+02:00;2025-08-24;1;1218;100,0;24;24;0;3;99,75;1068;147;39;93;9;6;5;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-24T00:00+02:00;2025-08-25T00:00+02:00;2025-08-24;2;883;100,0;24;24;0;0;100,00;754;129;66;49;8;6;6;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-24T00:00+02:00;2025-08-25T00:00+02:00;2025-08-24;Totalt i retning Bodø;1222;100,0;24;24;0;3;99,75;1069;150;39;95;10;6;5;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-24T00:00+02:00;2025-08-25T00:00+02:00;2025-08-24;Totalt i retning Ørnes;879;100,0;24;24;0;0;100,00;753;126;66;47;7;6;6;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-24T00:00+02:00;2025-08-25T00:00+02:00;2025-08-24;Totalt;2101;100,0;24;24;0;3;99,86;1822;276;105;142;17;12;11;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-25T00:00+02:00;2025-08-26T00:00+02:00;2025-08-25;1;1014;100,0;24;24;0;0;100,00;830;184;61;83;11;29;28;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-25T00:00+02:00;2025-08-26T00:00+02:00;2025-08-25;2;1077;100,0;24;24;0;1;99,91;878;198;76;75;12;35;34;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-25T00:00+02:00;2025-08-26T00:00+02:00;2025-08-25;Totalt i retning Bodø;1015;100,0;24;24;0;0;100,00;831;184;61;83;11;29;28;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-25T00:00+02:00;2025-08-26T00:00+02:00;2025-08-25;Totalt i retning Ørnes;1076;100,0;24;24;0;1;99,91;877;198;76;75;12;35;34;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-25T00:00+02:00;2025-08-26T00:00+02:00;2025-08-25;Totalt;2091;100,0;24;24;0;1;99,95;1708;382;137;158;23;64;62;2
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-26T00:00+02:00;2025-08-27T00:00+02:00;2025-08-26;1;1017;100,0;24;24;0;0;100,00;825;192;54;92;13;33;32;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-26T00:00+02:00;2025-08-27T00:00+02:00;2025-08-26;2;1097;100,0;24;24;0;0;100,00;882;215;79;99;7;30;30;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-26T00:00+02:00;2025-08-27T00:00+02:00;2025-08-26;Totalt i retning Bodø;1020;100,0;24;24;0;0;100,00;827;193;55;92;13;33;32;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-26T00:00+02:00;2025-08-27T00:00+02:00;2025-08-26;Totalt i retning Ørnes;1094;100,0;24;24;0;0;100,00;880;214;78;99;7;30;30;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-26T00:00+02:00;2025-08-27T00:00+02:00;2025-08-26;Totalt;2114;100,0;24;24;0;0;100,00;1707;407;133;191;20;63;62;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-27T00:00+02:00;2025-08-28T00:00+02:00;2025-08-27;1;1043;100,0;24;24;0;0;100,00;859;184;50;90;16;28;28;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-27T00:00+02:00;2025-08-28T00:00+02:00;2025-08-27;2;1115;100,0;24;24;0;0;100,00;900;215;68;105;15;27;27;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-27T00:00+02:00;2025-08-28T00:00+02:00;2025-08-27;Totalt i retning Bodø;1045;100,0;24;24;0;0;100,00;860;185;50;91;16;28;28;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-27T00:00+02:00;2025-08-28T00:00+02:00;2025-08-27;Totalt i retning Ørnes;1113;100,0;24;24;0;0;100,00;899;214;68;104;15;27;27;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-27T00:00+02:00;2025-08-28T00:00+02:00;2025-08-27;Totalt;2158;100,0;24;24;0;0;100,00;1759;399;118;195;31;55;55;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-28T00:00+02:00;2025-08-29T00:00+02:00;2025-08-28;1;1027;100,0;24;24;0;2;99,81;833;192;69;85;14;24;23;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-28T00:00+02:00;2025-08-29T00:00+02:00;2025-08-28;2;1201;100,0;24;24;0;0;100,00;961;240;94;106;13;27;26;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-28T00:00+02:00;2025-08-29T00:00+02:00;2025-08-28;Totalt i retning Bodø;1031;100,0;24;24;0;2;99,81;837;192;69;85;14;24;23;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-28T00:00+02:00;2025-08-29T00:00+02:00;2025-08-28;Totalt i retning Ørnes;1197;100,0;24;24;0;0;100,00;957;240;94;106;13;27;26;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-28T00:00+02:00;2025-08-29T00:00+02:00;2025-08-28;Totalt;2228;100,0;24;24;0;2;99,91;1794;432;163;191;27;51;49;2
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-29T00:00+02:00;2025-08-30T00:00+02:00;2025-08-29;1;1149;100,0;24;24;0;0;100,00;970;179;56;84;7;32;31;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-29T00:00+02:00;2025-08-30T00:00+02:00;2025-08-29;2;1757;100,0;24;24;0;0;100,00;1453;304;97;161;17;29;29;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-29T00:00+02:00;2025-08-30T00:00+02:00;2025-08-29;Totalt i retning Bodø;1149;100,0;24;24;0;0;100,00;970;179;56;84;7;32;31;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-29T00:00+02:00;2025-08-30T00:00+02:00;2025-08-29;Totalt i retning Ørnes;1757;100,0;24;24;0;0;100,00;1453;304;97;161;17;29;29;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-29T00:00+02:00;2025-08-30T00:00+02:00;2025-08-29;Totalt;2906;100,0;24;24;0;0;100,00;2423;483;153;245;24;61;60;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-30T00:00+02:00;2025-08-31T00:00+02:00;2025-08-30;1;1020;100,0;24;24;0;1;99,90;906;113;58;48;3;4;4;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-30T00:00+02:00;2025-08-31T00:00+02:00;2025-08-30;2;1086;100,0;24;24;0;0;100,00;955;131;70;55;3;3;3;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-30T00:00+02:00;2025-08-31T00:00+02:00;2025-08-30;Totalt i retning Bodø;1021;100,0;24;24;0;1;99,90;906;114;58;49;3;4;4;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-30T00:00+02:00;2025-08-31T00:00+02:00;2025-08-30;Totalt i retning Ørnes;1085;100,0;24;24;0;0;100,00;955;130;70;54;3;3;3;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-30T00:00+02:00;2025-08-31T00:00+02:00;2025-08-30;Totalt;2106;100,0;24;24;0;1;99,95;1861;244;128;103;6;7;7;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-31T00:00+02:00;2025-09-01T00:00+02:00;2025-08-31;1;1722;100,0;24;24;0;1;99,94;1460;261;104;137;15;5;4;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-31T00:00+02:00;2025-09-01T00:00+02:00;2025-08-31;2;956;100,0;24;24;0;1;99,90;839;116;56;45;7;8;8;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-31T00:00+02:00;2025-09-01T00:00+02:00;2025-08-31;Totalt i retning Bodø;1725;100,0;24;24;0;1;99,94;1461;263;104;138;15;6;5;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-31T00:00+02:00;2025-09-01T00:00+02:00;2025-08-31;Totalt i retning Ørnes;953;100,0;24;24;0;1;99,90;838;114;56;44;7;7;7;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-31T00:00+02:00;2025-09-01T00:00+02:00;2025-08-31;Totalt;2678;100,0;24;24;0;2;99,93;2299;377;160;182;22;13;12;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-01T00:00+02:00;2025-09-02T00:00+02:00;2025-09-01;1;1110;100,0;24;24;0;0;100,00;901;209;65;94;10;40;39;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-01T00:00+02:00;2025-09-02T00:00+02:00;2025-09-01;2;1133;100,0;24;24;0;0;100,00;896;237;89;87;13;48;47;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-01T00:00+02:00;2025-09-02T00:00+02:00;2025-09-01;Totalt i retning Bodø;1115;100,0;24;24;0;0;100,00;905;210;65;94;10;41;40;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-01T00:00+02:00;2025-09-02T00:00+02:00;2025-09-01;Totalt i retning Ørnes;1128;100,0;24;24;0;0;100,00;892;236;89;87;13;47;46;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-01T00:00+02:00;2025-09-02T00:00+02:00;2025-09-01;Totalt;2243;100,0;24;24;0;0;100,00;1797;446;154;181;23;88;86;2
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-02T00:00+02:00;2025-09-03T00:00+02:00;2025-09-02;1;988;100,0;24;24;0;0;100,00;786;202;56;97;12;37;37;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-02T00:00+02:00;2025-09-03T00:00+02:00;2025-09-02;2;1008;100,0;24;24;0;0;100,00;799;209;69;92;13;35;35;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-02T00:00+02:00;2025-09-03T00:00+02:00;2025-09-02;Totalt i retning Bodø;991;100,0;24;24;0;0;100,00;788;203;56;97;12;38;38;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-02T00:00+02:00;2025-09-03T00:00+02:00;2025-09-02;Totalt i retning Ørnes;1005;100,0;24;24;0;0;100,00;797;208;69;92;13;34;34;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-02T00:00+02:00;2025-09-03T00:00+02:00;2025-09-02;Totalt;1996;100,0;24;24;0;0;100,00;1585;411;125;189;25;72;72;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-03T00:00+02:00;2025-09-04T00:00+02:00;2025-09-03;1;961;100,0;24;24;0;1;99,90;779;181;71;61;14;35;35;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-03T00:00+02:00;2025-09-04T00:00+02:00;2025-09-03;2;1005;100,0;24;24;0;0;100,00;822;183;70;59;16;38;38;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-03T00:00+02:00;2025-09-04T00:00+02:00;2025-09-03;Totalt i retning Bodø;966;100,0;24;24;0;1;99,90;783;182;71;62;14;35;35;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-03T00:00+02:00;2025-09-04T00:00+02:00;2025-09-03;Totalt i retning Ørnes;1000;100,0;24;24;0;0;100,00;818;182;70;58;16;38;38;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-03T00:00+02:00;2025-09-04T00:00+02:00;2025-09-03;Totalt;1966;100,0;24;24;0;1;99,95;1601;364;141;120;30;73;73;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-04T00:00+02:00;2025-09-05T00:00+02:00;2025-09-04;1;1015;100,0;24;24;0;1;99,90;839;175;55;80;10;30;30;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-04T00:00+02:00;2025-09-05T00:00+02:00;2025-09-04;2;1094;100,0;24;24;0;0;100,00;896;198;67;77;11;43;42;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-04T00:00+02:00;2025-09-05T00:00+02:00;2025-09-04;Totalt i retning Bodø;1017;100,0;24;24;0;1;99,90;841;175;55;80;10;30;30;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-04T00:00+02:00;2025-09-05T00:00+02:00;2025-09-04;Totalt i retning Ørnes;1092;100,0;24;24;0;0;100,00;894;198;67;77;11;43;42;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-04T00:00+02:00;2025-09-05T00:00+02:00;2025-09-04;Totalt;2109;100,0;24;24;0;1;99,95;1735;373;122;157;21;73;72;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-05T00:00+02:00;2025-09-06T00:00+02:00;2025-09-05;1;1091;100,0;24;24;0;0;100,00;904;187;61;78;12;36;36;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-05T00:00+02:00;2025-09-06T00:00+02:00;2025-09-05;2;1569;100,0;24;24;0;1;99,94;1307;261;78;138;20;25;25;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-05T00:00+02:00;2025-09-06T00:00+02:00;2025-09-05;Totalt i retning Bodø;1092;100,0;24;24;0;0;100,00;905;187;61;78;12;36;36;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-05T00:00+02:00;2025-09-06T00:00+02:00;2025-09-05;Totalt i retning Ørnes;1568;100,0;24;24;0;1;99,94;1306;261;78;138;20;25;25;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-05T00:00+02:00;2025-09-06T00:00+02:00;2025-09-05;Totalt;2660;100,0;24;24;0;1;99,96;2211;448;139;216;32;61;61;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-06T00:00+02:00;2025-09-07T00:00+02:00;2025-09-06;1;1024;100,0;24;24;0;1;99,90;906;117;43;51;8;15;14;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-06T00:00+02:00;2025-09-07T00:00+02:00;2025-09-06;2;1148;100,0;24;24;0;0;100,00;1032;116;50;61;2;3;3;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-06T00:00+02:00;2025-09-07T00:00+02:00;2025-09-06;Totalt i retning Bodø;1025;100,0;24;24;0;1;99,90;906;118;43;52;8;15;14;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-06T00:00+02:00;2025-09-07T00:00+02:00;2025-09-06;Totalt i retning Ørnes;1147;100,0;24;24;0;0;100,00;1032;115;50;60;2;3;3;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-06T00:00+02:00;2025-09-07T00:00+02:00;2025-09-06;Totalt;2172;100,0;24;24;0;1;99,95;1938;233;93;112;10;18;17;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-07T00:00+02:00;2025-09-08T00:00+02:00;2025-09-07;1;1507;100,0;24;24;0;1;99,93;1308;198;79;107;11;1;1;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-07T00:00+02:00;2025-09-08T00:00+02:00;2025-09-07;2;919;100,0;24;24;0;0;100,00;799;120;60;46;9;5;5;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-07T00:00+02:00;2025-09-08T00:00+02:00;2025-09-07;Totalt i retning Bodø;1509;100,0;24;24;0;1;99,93;1309;199;79;108;11;1;1;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-07T00:00+02:00;2025-09-08T00:00+02:00;2025-09-07;Totalt i retning Ørnes;917;100,0;24;24;0;0;100,00;798;119;60;45;9;5;5;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-07T00:00+02:00;2025-09-08T00:00+02:00;2025-09-07;Totalt;2426;100,0;24;24;0;1;99,96;2107;318;139;153;20;6;6;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-08T00:00+02:00;2025-09-09T00:00+02:00;2025-09-08;1;1077;100,0;24;24;0;1;99,91;884;192;54;96;15;27;27;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-08T00:00+02:00;2025-09-09T00:00+02:00;2025-09-08;2;1155;100,0;24;24;0;0;100,00;930;225;74;91;17;43;43;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-08T00:00+02:00;2025-09-09T00:00+02:00;2025-09-08;Totalt i retning Bodø;1077;100,0;24;24;0;1;99,91;884;192;54;96;15;27;27;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-08T00:00+02:00;2025-09-09T00:00+02:00;2025-09-08;Totalt i retning Ørnes;1155;100,0;24;24;0;0;100,00;930;225;74;91;17;43;43;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-08T00:00+02:00;2025-09-09T00:00+02:00;2025-09-08;Totalt;2232;100,0;24;24;0;1;99,96;1814;417;128;187;32;70;70;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-09T00:00+02:00;2025-09-10T00:00+02:00;2025-09-09;1;1011;100,0;24;24;0;0;100,00;843;168;48;67;14;39;39;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-09T00:00+02:00;2025-09-10T00:00+02:00;2025-09-09;2;1098;100,0;24;24;0;0;100,00;900;198;69;78;18;33;32;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-09T00:00+02:00;2025-09-10T00:00+02:00;2025-09-09;Totalt i retning Bodø;1012;100,0;24;24;0;0;100,00;843;169;48;67;14;40;40;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-09T00:00+02:00;2025-09-10T00:00+02:00;2025-09-09;Totalt i retning Ørnes;1097;100,0;24;24;0;0;100,00;900;197;69;78;18;32;31;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-09T00:00+02:00;2025-09-10T00:00+02:00;2025-09-09;Totalt;2109;100,0;24;24;0;0;100,00;1743;366;117;145;32;72;71;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-10T00:00+02:00;2025-09-11T00:00+02:00;2025-09-10;1;1130;100,0;24;24;0;1;99,91;925;204;61;92;17;34;34;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-10T00:00+02:00;2025-09-11T00:00+02:00;2025-09-10;2;1132;100,0;24;24;0;2;99,82;900;230;73;99;12;46;46;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-10T00:00+02:00;2025-09-11T00:00+02:00;2025-09-10;Totalt i retning Bodø;1133;100,0;24;24;0;2;99,82;925;206;62;92;17;35;35;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-10T00:00+02:00;2025-09-11T00:00+02:00;2025-09-10;Totalt i retning Ørnes;1129;100,0;24;24;0;1;99,91;900;228;72;99;12;45;45;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-10T00:00+02:00;2025-09-11T00:00+02:00;2025-09-10;Totalt;2262;100,0;24;24;0;3;99,87;1825;434;134;191;29;80;80;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-11T00:00+02:00;2025-09-12T00:00+02:00;2025-09-11;1;1035;100,0;24;24;0;1;99,90;825;209;76;78;15;40;40;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-11T00:00+02:00;2025-09-12T00:00+02:00;2025-09-11;2;1038;100,0;24;24;0;1;99,90;839;198;65;83;12;38;38;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-11T00:00+02:00;2025-09-12T00:00+02:00;2025-09-11;Totalt i retning Bodø;1039;100,0;24;24;0;1;99,90;829;209;76;78;15;40;40;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-11T00:00+02:00;2025-09-12T00:00+02:00;2025-09-11;Totalt i retning Ørnes;1034;100,0;24;24;0;1;99,90;835;198;65;83;12;38;38;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-11T00:00+02:00;2025-09-12T00:00+02:00;2025-09-11;Totalt;2073;100,0;24;24;0;2;99,90;1664;407;141;161;27;78;78;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-12T00:00+02:00;2025-09-13T00:00+02:00;2025-09-12;1;1025;100,0;24;24;0;0;100,00;839;186;59;73;16;38;38;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-12T00:00+02:00;2025-09-13T00:00+02:00;2025-09-12;2;1328;100,0;24;24;0;0;100,00;1109;219;82;102;8;27;27;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-12T00:00+02:00;2025-09-13T00:00+02:00;2025-09-12;Totalt i retning Bodø;1026;100,0;24;24;0;0;100,00;840;186;59;73;16;38;38;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-12T00:00+02:00;2025-09-13T00:00+02:00;2025-09-12;Totalt i retning Ørnes;1327;100,0;24;24;0;0;100,00;1108;219;82;102;8;27;27;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-12T00:00+02:00;2025-09-13T00:00+02:00;2025-09-12;Totalt;2353;100,0;24;24;0;0;100,00;1948;405;141;175;24;65;65;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-13T00:00+02:00;2025-09-14T00:00+02:00;2025-09-13;1;813;100,0;24;24;0;0;100,00;701;112;48;50;2;12;12;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-13T00:00+02:00;2025-09-14T00:00+02:00;2025-09-13;2;818;100,0;24;24;0;0;100,00;704;114;51;56;2;5;5;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-13T00:00+02:00;2025-09-14T00:00+02:00;2025-09-13;Totalt i retning Bodø;816;100,0;24;24;0;0;100,00;704;112;48;50;2;12;12;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-13T00:00+02:00;2025-09-14T00:00+02:00;2025-09-13;Totalt i retning Ørnes;815;100,0;24;24;0;0;100,00;701;114;51;56;2;5;5;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-13T00:00+02:00;2025-09-14T00:00+02:00;2025-09-13;Totalt;1631;100,0;24;24;0;0;100,00;1405;226;99;106;4;17;17;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-14T00:00+02:00;2025-09-15T00:00+02:00;2025-09-14;1;1219;100,0;24;24;0;0;100,00;1096;123;36;76;5;6;6;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-14T00:00+02:00;2025-09-15T00:00+02:00;2025-09-14;2;956;100,0;24;24;0;1;99,90;854;101;37;52;4;8;8;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-14T00:00+02:00;2025-09-15T00:00+02:00;2025-09-14;Totalt i retning Bodø;1227;100,0;24;24;0;0;100,00;1104;123;36;76;5;6;6;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-14T00:00+02:00;2025-09-15T00:00+02:00;2025-09-14;Totalt i retning Ørnes;948;100,0;24;24;0;1;99,89;846;101;37;52;4;8;8;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-14T00:00+02:00;2025-09-15T00:00+02:00;2025-09-14;Totalt;2175;100,0;24;24;0;1;99,95;1950;224;73;128;9;14;14;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-15T00:00+02:00;2025-09-16T00:00+02:00;2025-09-15;1;1025;100,0;24;24;0;0;100,00;840;185;60;80;8;37;37;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-15T00:00+02:00;2025-09-16T00:00+02:00;2025-09-15;2;989;100,0;24;24;0;0;100,00;785;204;77;78;13;36;36;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-15T00:00+02:00;2025-09-16T00:00+02:00;2025-09-15;Totalt i retning Bodø;1027;100,0;24;24;0;0;100,00;840;187;60;82;8;37;37;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-15T00:00+02:00;2025-09-16T00:00+02:00;2025-09-15;Totalt i retning Ørnes;987;100,0;24;24;0;0;100,00;785;202;77;76;13;36;36;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-15T00:00+02:00;2025-09-16T00:00+02:00;2025-09-15;Totalt;2014;100,0;24;24;0;0;100,00;1625;389;137;158;21;73;73;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-16T00:00+02:00;2025-09-17T00:00+02:00;2025-09-16;1;942;100,0;24;24;0;1;99,89;762;179;51;91;8;29;29;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-16T00:00+02:00;2025-09-17T00:00+02:00;2025-09-16;2;937;100,0;24;24;0;2;99,79;756;179;58;85;9;27;26;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-16T00:00+02:00;2025-09-17T00:00+02:00;2025-09-16;Totalt i retning Bodø;942;100,0;24;24;0;1;99,89;762;179;51;91;8;29;29;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-16T00:00+02:00;2025-09-17T00:00+02:00;2025-09-16;Totalt i retning Ørnes;937;100,0;24;24;0;2;99,79;756;179;58;85;9;27;26;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-16T00:00+02:00;2025-09-17T00:00+02:00;2025-09-16;Totalt;1879;100,0;24;24;0;3;99,84;1518;358;109;176;17;56;55;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-17T00:00+02:00;2025-09-18T00:00+02:00;2025-09-17;1;821;100,0;24;24;0;0;100,00;665;156;43;64;13;36;36;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-17T00:00+02:00;2025-09-18T00:00+02:00;2025-09-17;2;839;100,0;24;24;0;0;100,00;671;168;49;73;9;37;37;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-17T00:00+02:00;2025-09-18T00:00+02:00;2025-09-17;Totalt i retning Bodø;824;100,0;24;24;0;0;100,00;666;158;45;64;13;36;36;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-17T00:00+02:00;2025-09-18T00:00+02:00;2025-09-17;Totalt i retning Ørnes;836;100,0;24;24;0;0;100,00;670;166;47;73;9;37;37;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-17T00:00+02:00;2025-09-18T00:00+02:00;2025-09-17;Totalt;1660;100,0;24;24;0;0;100,00;1336;324;92;137;22;73;73;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-18T00:00+02:00;2025-09-19T00:00+02:00;2025-09-18;1;995;100,0;24;24;0;1;99,90;838;156;50;68;10;28;26;2
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-18T00:00+02:00;2025-09-19T00:00+02:00;2025-09-18;2;1097;100,0;24;24;0;1;99,91;917;179;56;77;9;37;37;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-18T00:00+02:00;2025-09-19T00:00+02:00;2025-09-18;Totalt i retning Bodø;997;100,0;24;24;0;2;99,80;839;156;50;68;10;28;26;2
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-09-18T00:00+02:00;2025-09-19T00:00+02:00;2025-09-18;Totalt i retning Ørnes;1095;100,0;24;24;0;0;100,00;916;179;56;77;9;37;37;0
