Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-07-28T00:00+02:00;2025-07-29T00:00+02:00;2025-07-28;Totalt i retning Bodø;1300;100,0;24;24;0;0;100,00;1083;217;95;89;15;18;18;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-07-28T00:00+02:00;2025-07-29T00:00+02:00;2025-07-28;Totalt i retning Ørnes;1358;100,0;24;24;0;0;100,00;1097;261;126;89;18;28;28;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-07-28T00:00+02:00;2025-07-29T00:00+02:00;2025-07-28;Totalt;2658;100,0;24;24;0;0;100,00;2180;478;221;178;33;46;46;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-07-29T00:00+02:00;2025-07-30T00:00+02:00;2025-07-29;1;1358;100,0;24;24;0;0;100,00;1136;222;84;101;12;25;25;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-07-29T00:00+02:00;2025-07-30T00:00+02:00;2025-07-29;2;1456;100,0;24;24;0;0;100,00;1230;226;78;120;8;20;20;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-07-29T00:00+02:00;2025-07-30T00:00+02:00;2025-07-29;Totalt i retning Bodø;1356;100,0;24;24;0;0;100,00;1135;221;83;101;12;25;25;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-07-29T00:00+02:00;2025-07-30T00:00+02:00;2025-07-29;Totalt i retning Ørnes;1458;100,0;24;24;0;0;100,00;1231;227;79;120;8;20;20;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-07-29T00:00+02:00;2025-07-30T00:00+02:00;2025-07-29;Totalt;2814;100,0;24;24;0;0;100,00;2366;448;162;221;20;45;45;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-07-30T00:00+02:00;2025-07-31T00:00+02:00;2025-07-30;1;1403;100,0;24;24;0;0;100,00;1157;246;98;103;18;27;27;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-07-30T00:00+02:00;2025-07-31T00:00+02:00;2025-07-30;2;1482;100,0;24;24;0;0;100,00;1196;286;122;114;20;30;30;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-07-30T00:00+02:00;2025-07-31T00:00+02:00;2025-07-30;Totalt i retning Bodø;1405;100,0;24;24;0;0;100,00;1159;246;98;103;18;27;27;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-07-30T00:00+02:00;2025-07-31T00:00+02:00;2025-07-30;Totalt i retning Ørnes;1480;100,0;24;24;0;0;100,00;1194;286;122;114;20;30;30;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-07-30T00:00+02:00;2025-07-31T00:00+02:00;2025-07-30;Totalt;2885;100,0;24;24;0;0;100,00;2353;532;220;217;38;57;57;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-07-31T00:00+02:00;2025-08-01T00:00+02:00;2025-07-31;1;1417;95,8;24;24;0;2;99,86;1196;219;79;106;12;22;22;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-07-31T00:00+02:00;2025-08-01T00:00+02:00;2025-07-31;2;1727;95,8;24;24;0;2;99,88;1434;291;128;114;22;27;27;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-07-31T00:00+02:00;2025-08-01T00:00+02:00;2025-07-31;Totalt i retning Bodø;1423;95,8;24;24;0;2;99,86;1202;219;79;106;12;22;22;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-07-31T00:00+02:00;2025-08-01T00:00+02:00;2025-07-31;Totalt i retning Ørnes;1721;95,8;24;24;0;2;99,88;1428;291;128;114;22;27;27;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-07-31T00:00+02:00;2025-08-01T00:00+02:00;2025-07-31;Totalt;3144;95,8;24;24;0;4;99,87;2630;510;207;220;34;49;49;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-01T00:00+02:00;2025-08-02T00:00+02:00;2025-08-01;1;1501;100,0;24;24;0;2;99,87;1245;254;104;109;14;27;27;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-01T00:00+02:00;2025-08-02T00:00+02:00;2025-08-01;2;1773;100,0;24;24;0;2;99,89;1488;283;125;123;24;11;11;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-01T00:00+02:00;2025-08-02T00:00+02:00;2025-08-01;Totalt i retning Bodø;1507;100,0;24;24;0;2;99,87;1249;256;106;109;14;27;27;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-01T00:00+02:00;2025-08-02T00:00+02:00;2025-08-01;Totalt i retning Ørnes;1767;100,0;24;24;0;2;99,89;1484;281;123;123;24;11;11;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-01T00:00+02:00;2025-08-02T00:00+02:00;2025-08-01;Totalt;3274;100,0;24;24;0;4;99,88;2733;537;229;232;38;38;38;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-02T00:00+02:00;2025-08-03T00:00+02:00;2025-08-02;1;1267;100,0;24;24;0;0;100,00;1110;157;90;59;7;1;1;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-02T00:00+02:00;2025-08-03T00:00+02:00;2025-08-02;2;1483;100,0;24;24;0;0;100,00;1278;205;133;57;11;4;4;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-02T00:00+02:00;2025-08-03T00:00+02:00;2025-08-02;Totalt i retning Bodø;1271;100,0;24;24;0;0;100,00;1114;157;90;59;7;1;1;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-02T00:00+02:00;2025-08-03T00:00+02:00;2025-08-02;Totalt i retning Ørnes;1479;100,0;24;24;0;0;100,00;1274;205;133;57;11;4;4;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-02T00:00+02:00;2025-08-03T00:00+02:00;2025-08-02;Totalt;2750;100,0;24;24;0;0;100,00;2388;362;223;116;18;5;5;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-03T00:00+02:00;2025-08-04T00:00+02:00;2025-08-03;1;1928;100,0;24;24;0;0;100,00;1663;265;116;123;23;3;3;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-03T00:00+02:00;2025-08-04T00:00+02:00;2025-08-03;2;1312;100,0;24;24;0;1;99,92;1138;173;101;59;6;7;7;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-03T00:00+02:00;2025-08-04T00:00+02:00;2025-08-03;Totalt i retning Bodø;1933;100,0;24;24;0;0;100,00;1668;265;116;123;23;3;3;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-03T00:00+02:00;2025-08-04T00:00+02:00;2025-08-03;Totalt i retning Ørnes;1307;100,0;24;24;0;1;99,92;1133;173;101;59;6;7;7;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-03T00:00+02:00;2025-08-04T00:00+02:00;2025-08-03;Totalt;3240;100,0;24;24;0;1;99,97;2801;438;217;182;29;10;10;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-04T00:00+02:00;2025-08-05T00:00+02:00;2025-08-04;1;1447;100,0;24;24;0;1;99,93;1188;258;98;110;17;33;32;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-04T00:00+02:00;2025-08-05T00:00+02:00;2025-08-04;2;1498;100,0;24;24;0;1;99,93;1178;319;138;123;17;41;41;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-04T00:00+02:00;2025-08-05T00:00+02:00;2025-08-04;Totalt i retning Bodø;1451;100,0;24;24;0;1;99,93;1192;258;98;110;17;33;32;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-04T00:00+02:00;2025-08-05T00:00+02:00;2025-08-04;Totalt i retning Ørnes;1494;100,0;24;24;0;1;99,93;1174;319;138;123;17;41;41;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-04T00:00+02:00;2025-08-05T00:00+02:00;2025-08-04;Totalt;2945;100,0;24;24;0;2;99,93;2366;577;236;233;34;74;73;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-05T00:00+02:00;2025-08-06T00:00+02:00;2025-08-05;1;1374;100,0;24;24;0;1;99,93;1146;227;94;90;15;28;28;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-05T00:00+02:00;2025-08-06T00:00+02:00;2025-08-05;2;1382;100,0;24;24;0;1;99,93;1158;223;89;97;18;19;19;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-05T00:00+02:00;2025-08-06T00:00+02:00;2025-08-05;Totalt i retning Bodø;1379;100,0;24;24;0;1;99,93;1147;231;94;91;16;30;30;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-05T00:00+02:00;2025-08-06T00:00+02:00;2025-08-05;Totalt i retning Ørnes;1377;100,0;24;24;0;1;99,93;1157;219;89;96;17;17;17;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-05T00:00+02:00;2025-08-06T00:00+02:00;2025-08-05;Totalt;2756;100,0;24;24;0;2;99,93;2304;450;183;187;33;47;47;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-06T00:00+02:00;2025-08-07T00:00+02:00;2025-08-06;1;1379;100,0;24;24;0;2;99,85;1131;246;103;98;14;31;31;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-06T00:00+02:00;2025-08-07T00:00+02:00;2025-08-06;2;1320;100,0;24;24;0;0;100,00;1054;266;129;87;21;29;29;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-06T00:00+02:00;2025-08-07T00:00+02:00;2025-08-06;Totalt i retning Bodø;1379;100,0;24;24;0;2;99,85;1131;246;103;98;14;31;31;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-06T00:00+02:00;2025-08-07T00:00+02:00;2025-08-06;Totalt i retning Ørnes;1320;100,0;24;24;0;0;100,00;1054;266;129;87;21;29;29;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-06T00:00+02:00;2025-08-07T00:00+02:00;2025-08-06;Totalt;2699;100,0;24;24;0;2;99,93;2185;512;232;185;35;60;60;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-07T00:00+02:00;2025-08-08T00:00+02:00;2025-08-07;1;1182;100,0;24;24;0;0;100,00;966;216;94;90;9;23;23;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-07T00:00+02:00;2025-08-08T00:00+02:00;2025-08-07;2;1274;100,0;24;24;0;1;99,92;1028;245;115;92;12;26;26;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-07T00:00+02:00;2025-08-08T00:00+02:00;2025-08-07;Totalt i retning Bodø;1190;100,0;24;24;0;0;100,00;974;216;94;90;9;23;23;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-07T00:00+02:00;2025-08-08T00:00+02:00;2025-08-07;Totalt i retning Ørnes;1266;100,0;24;24;0;1;99,92;1020;245;115;92;12;26;26;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-07T00:00+02:00;2025-08-08T00:00+02:00;2025-08-07;Totalt;2456;100,0;24;24;0;1;99,96;1994;461;209;182;21;49;49;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-08T00:00+02:00;2025-08-09T00:00+02:00;2025-08-08;1;1309;100,0;24;24;0;0;100,00;1086;223;92;91;14;26;26;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-08T00:00+02:00;2025-08-09T00:00+02:00;2025-08-08;2;1627;100,0;24;24;0;0;100,00;1366;261;101;121;16;23;23;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-08T00:00+02:00;2025-08-09T00:00+02:00;2025-08-08;Totalt i retning Bodø;1314;100,0;24;24;0;0;100,00;1089;225;92;91;15;27;27;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-08T00:00+02:00;2025-08-09T00:00+02:00;2025-08-08;Totalt i retning Ørnes;1622;100,0;24;24;0;0;100,00;1363;259;101;121;15;22;22;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-08T00:00+02:00;2025-08-09T00:00+02:00;2025-08-08;Totalt;2936;100,0;24;24;0;0;100,00;2452;484;193;212;30;49;49;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-09T00:00+02:00;2025-08-10T00:00+02:00;2025-08-09;1;1372;100,0;24;24;0;2;99,85;1207;163;66;74;11;12;12;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-09T00:00+02:00;2025-08-10T00:00+02:00;2025-08-09;2;1348;100,0;24;24;0;1;99,93;1166;181;101;67;6;7;7;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-09T00:00+02:00;2025-08-10T00:00+02:00;2025-08-09;Totalt i retning Bodø;1380;100,0;24;24;0;2;99,86;1214;164;67;74;11;12;12;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-09T00:00+02:00;2025-08-10T00:00+02:00;2025-08-09;Totalt i retning Ørnes;1340;100,0;24;24;0;1;99,93;1159;180;100;67;6;7;7;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-09T00:00+02:00;2025-08-10T00:00+02:00;2025-08-09;Totalt;2720;100,0;24;24;0;3;99,89;2373;344;167;141;17;19;19;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-10T00:00+02:00;2025-08-11T00:00+02:00;2025-08-10;1;1370;100,0;24;24;0;1;99,93;1177;192;82;96;10;4;3;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-10T00:00+02:00;2025-08-11T00:00+02:00;2025-08-10;2;1008;100,0;24;24;0;0;100,00;855;153;90;47;7;9;8;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-10T00:00+02:00;2025-08-11T00:00+02:00;2025-08-10;Totalt i retning Bodø;1375;100,0;24;24;0;1;99,93;1181;193;82;97;10;4;3;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-10T00:00+02:00;2025-08-11T00:00+02:00;2025-08-10;Totalt i retning Ørnes;1003;100,0;24;24;0;0;100,00;851;152;90;46;7;9;8;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-10T00:00+02:00;2025-08-11T00:00+02:00;2025-08-10;Totalt;2378;100,0;24;24;0;1;99,96;2032;345;172;143;17;13;11;2
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-11T00:00+02:00;2025-08-12T00:00+02:00;2025-08-11;1;1245;100,0;24;24;0;0;100,00;1014;231;84;98;17;32;32;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-11T00:00+02:00;2025-08-12T00:00+02:00;2025-08-11;2;1319;100,0;24;24;0;0;100,00;1069;250;107;95;15;33;33;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-11T00:00+02:00;2025-08-12T00:00+02:00;2025-08-11;Totalt i retning Bodø;1252;100,0;24;24;0;0;100,00;1020;232;84;99;17;32;32;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-11T00:00+02:00;2025-08-12T00:00+02:00;2025-08-11;Totalt i retning Ørnes;1312;100,0;24;24;0;0;100,00;1063;249;107;94;15;33;33;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-11T00:00+02:00;2025-08-12T00:00+02:00;2025-08-11;Totalt;2564;100,0;24;24;0;0;100,00;2083;481;191;193;32;65;65;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-12T00:00+02:00;2025-08-13T00:00+02:00;2025-08-12;1;1157;100,0;24;24;0;0;100,00;953;204;68;96;12;28;28;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-12T00:00+02:00;2025-08-13T00:00+02:00;2025-08-12;2;1208;100,0;24;24;0;0;100,00;972;236;96;101;13;26;26;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-12T00:00+02:00;2025-08-13T00:00+02:00;2025-08-12;Totalt i retning Bodø;1160;100,0;24;24;0;0;100,00;955;205;68;97;12;28;28;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-12T00:00+02:00;2025-08-13T00:00+02:00;2025-08-12;Totalt i retning Ørnes;1205;100,0;24;24;0;0;100,00;970;235;96;100;13;26;26;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-12T00:00+02:00;2025-08-13T00:00+02:00;2025-08-12;Totalt;2365;100,0;24;24;0;0;100,00;1925;440;164;197;25;54;54;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-13T00:00+02:00;2025-08-14T00:00+02:00;2025-08-13;1;1232;100,0;24;24;0;0;100,00;1006;226;76;110;12;28;27;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-13T00:00+02:00;2025-08-14T00:00+02:00;2025-08-13;2;1276;100,0;24;24;0;1;99,92;1028;247;98;109;13;27;27;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-13T00:00+02:00;2025-08-14T00:00+02:00;2025-08-13;Totalt i retning Bodø;1236;100,0;24;24;0;0;100,00;1010;226;76;111;12;27;26;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-13T00:00+02:00;2025-08-14T00:00+02:00;2025-08-13;Totalt i retning Ørnes;1272;100,0;24;24;0;1;99,92;1024;247;98;108;13;28;28;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-13T00:00+02:00;2025-08-14T00:00+02:00;2025-08-13;Totalt;2508;100,0;24;24;0;1;99,96;2034;473;174;219;25;55;54;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-14T00:00+02:00;2025-08-15T00:00+02:00;2025-08-14;1;1153;100,0;24;24;0;0;100,00;936;217;90;93;10;24;24;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-14T00:00+02:00;2025-08-15T00:00+02:00;2025-08-14;2;1106;100,0;24;24;0;0;100,00;889;217;88;94;11;24;24;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-14T00:00+02:00;2025-08-15T00:00+02:00;2025-08-14;Totalt i retning Bodø;1154;100,0;24;24;0;0;100,00;935;219;92;93;10;24;24;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-14T00:00+02:00;2025-08-15T00:00+02:00;2025-08-14;Totalt i retning Ørnes;1105;100,0;24;24;0;0;100,00;890;215;86;94;11;24;24;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-14T00:00+02:00;2025-08-15T00:00+02:00;2025-08-14;Totalt;2259;100,0;24;24;0;0;100,00;1825;434;178;187;21;48;48;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-15T00:00+02:00;2025-08-16T00:00+02:00;2025-08-15;1;1061;100,0;24;24;0;1;99,91;886;174;65;66;14;29;29;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-15T00:00+02:00;2025-08-16T00:00+02:00;2025-08-15;2;1170;100,0;24;24;0;0;100,00;953;217;96;86;10;25;25;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-15T00:00+02:00;2025-08-16T00:00+02:00;2025-08-15;Totalt i retning Bodø;1060;100,0;24;24;0;1;99,91;885;174;65;66;14;29;29;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-15T00:00+02:00;2025-08-16T00:00+02:00;2025-08-15;Totalt i retning Ørnes;1171;100,0;24;24;0;0;100,00;954;217;96;86;10;25;25;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-15T00:00+02:00;2025-08-16T00:00+02:00;2025-08-15;Totalt;2231;100,0;24;24;0;1;99,96;1839;391;161;152;24;54;54;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-16T00:00+02:00;2025-08-17T00:00+02:00;2025-08-16;1;791;100,0;24;24;0;0;100,00;696;95;38;43;6;8;8;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-16T00:00+02:00;2025-08-17T00:00+02:00;2025-08-16;2;957;100,0;24;24;0;0;100,00;809;148;85;51;8;4;4;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-16T00:00+02:00;2025-08-17T00:00+02:00;2025-08-16;Totalt i retning Bodø;794;100,0;24;24;0;0;100,00;698;96;38;43;6;9;9;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-16T00:00+02:00;2025-08-17T00:00+02:00;2025-08-16;Totalt i retning Ørnes;954;100,0;24;24;0;0;100,00;807;147;85;51;8;3;3;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-16T00:00+02:00;2025-08-17T00:00+02:00;2025-08-16;Totalt;1748;100,0;24;24;0;0;100,00;1505;243;123;94;14;12;12;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-17T00:00+02:00;2025-08-18T00:00+02:00;2025-08-17;1;1135;100,0;24;24;0;0;100,00;989;146;66;72;6;2;2;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-17T00:00+02:00;2025-08-18T00:00+02:00;2025-08-17;2;977;100,0;24;24;0;0;100,00;840;137;78;42;9;8;8;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-17T00:00+02:00;2025-08-18T00:00+02:00;2025-08-17;Totalt i retning Bodø;1137;100,0;24;24;0;0;100,00;991;146;66;72;6;2;2;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-17T00:00+02:00;2025-08-18T00:00+02:00;2025-08-17;Totalt i retning Ørnes;975;100,0;24;24;0;0;100,00;838;137;78;42;9;8;8;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-17T00:00+02:00;2025-08-18T00:00+02:00;2025-08-17;Totalt;2112;100,0;24;24;0;0;100,00;1829;283;144;114;15;10;10;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-18T00:00+02:00;2025-08-19T00:00+02:00;2025-08-18;1;974;100,0;24;24;0;0;100,00;805;169;63;70;10;26;26;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-18T00:00+02:00;2025-08-19T00:00+02:00;2025-08-18;2;1010;100,0;24;24;0;0;100,00;824;186;82;70;10;24;23;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-18T00:00+02:00;2025-08-19T00:00+02:00;2025-08-18;Totalt i retning Bodø;977;100,0;24;24;0;0;100,00;808;169;63;70;10;26;26;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-18T00:00+02:00;2025-08-19T00:00+02:00;2025-08-18;Totalt i retning Ørnes;1007;100,0;24;24;0;0;100,00;821;186;82;70;10;24;23;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-18T00:00+02:00;2025-08-19T00:00+02:00;2025-08-18;Totalt;1984;100,0;24;24;0;0;100,00;1629;355;145;140;20;50;49;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-19T00:00+02:00;2025-08-20T00:00+02:00;2025-08-19;1;895;100,0;24;24;0;2;99,78;737;156;55;72;10;19;19;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-19T00:00+02:00;2025-08-20T00:00+02:00;2025-08-19;2;976;100,0;24;24;0;0;100,00;784;192;80;79;11;22;22;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-19T00:00+02:00;2025-08-20T00:00+02:00;2025-08-19;Totalt i retning Bodø;896;100,0;24;24;0;2;99,78;738;156;55;72;10;19;19;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-19T00:00+02:00;2025-08-20T00:00+02:00;2025-08-19;Totalt i retning Ørnes;975;100,0;24;24;0;0;100,00;783;192;80;79;11;22;22;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-19T00:00+02:00;2025-08-20T00:00+02:00;2025-08-19;Totalt;1871;100,0;24;24;0;2;99,89;1521;348;135;151;21;41;41;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-20T00:00+02:00;2025-08-21T00:00+02:00;2025-08-20;1;1037;100,0;24;24;0;4;99,61;875;158;54;66;12;26;26;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-20T00:00+02:00;2025-08-21T00:00+02:00;2025-08-20;2;979;100,0;24;24;0;1;99,90;803;175;58;70;17;30;30;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-20T00:00+02:00;2025-08-21T00:00+02:00;2025-08-20;Totalt i retning Bodø;1046;100,0;24;24;0;4;99,62;882;160;54;67;12;27;27;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-20T00:00+02:00;2025-08-21T00:00+02:00;2025-08-20;Totalt i retning Ørnes;970;100,0;24;24;0;1;99,90;796;173;58;69;17;29;29;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-20T00:00+02:00;2025-08-21T00:00+02:00;2025-08-20;Totalt;2016;100,0;24;24;0;5;99,75;1678;333;112;136;29;56;56;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-21T00:00+02:00;2025-08-22T00:00+02:00;2025-08-21;1;1004;100,0;24;24;0;0;100,00;809;195;69;86;12;28;28;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-21T00:00+02:00;2025-08-22T00:00+02:00;2025-08-21;2;1245;100,0;24;24;0;0;100,00;1019;226;95;92;10;29;29;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-21T00:00+02:00;2025-08-22T00:00+02:00;2025-08-21;Totalt i retning Bodø;1006;100,0;24;24;0;0;100,00;811;195;69;86;12;28;28;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-21T00:00+02:00;2025-08-22T00:00+02:00;2025-08-21;Totalt i retning Ørnes;1243;100,0;24;24;0;0;100,00;1017;226;95;92;10;29;29;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-21T00:00+02:00;2025-08-22T00:00+02:00;2025-08-21;Totalt;2249;100,0;24;24;0;0;100,00;1828;421;164;178;22;57;57;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-22T00:00+02:00;2025-08-23T00:00+02:00;2025-08-22;1;1001;100,0;24;24;0;0;100,00;806;195;61;95;13;26;26;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-22T00:00+02:00;2025-08-23T00:00+02:00;2025-08-22;2;1372;100,0;24;24;0;0;100,00;1137;235;74;120;16;25;24;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-22T00:00+02:00;2025-08-23T00:00+02:00;2025-08-22;Totalt i retning Bodø;1002;100,0;24;24;0;0;100,00;806;196;61;95;13;27;27;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-22T00:00+02:00;2025-08-23T00:00+02:00;2025-08-22;Totalt i retning Ørnes;1371;100,0;24;24;0;0;100,00;1137;234;74;120;16;24;23;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-22T00:00+02:00;2025-08-23T00:00+02:00;2025-08-22;Totalt;2373;100,0;24;24;0;0;100,00;1943;430;135;215;29;51;50;1
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-23T00:00+02:00;2025-08-24T00:00+02:00;2025-08-23;1;740;100,0;24;24;0;0;100,00;626;114;43;63;5;3;3;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-23T00:00+02:00;2025-08-24T00:00+02:00;2025-08-23;2;797;100,0;24;24;0;1;99,87;657;139;61;70;3;5;5;0
19646V885990;Tuv sør;FV17 S58D1 m17951;2025-08-23T00:00+02:00;2025-08-24T00:00+02:00;2025-08-23;Totalt i retning Bodø;743;100,0;24;24;0;0;100,00;629;114;43;63;5;3;3;0
